recipe_id,rating
742,4.666666666666667
747,4.4
749,4.378947368421053
754,3.8125
759,3.3333333333333335
760,4.666666666666667
768,4.333333333333333
773,4.909090909090909
776,4.75
777,4.555555555555555
778,5.0
779,5.0
780,4.583333333333333
782,5.0
809,4.196078431372549
820,4.212121212121212
822,4.566265060240964
824,5.0
825,4.733333333333333
828,3.0
833,2.5
834,3.7555555555555555
854,3.5
860,4.411764705882353
868,4.5
876,4.75
884,4.0
885,5.0
893,5.0
897,4.166666666666667
902,2.5
912,4.5
913,5.0
916,4.055045871559633
930,4.545454545454546
931,4.857142857142857
932,4.0
933,4.5
938,5.0
953,3.0
956,5.0
958,4.0
962,4.9
965,4.777777777777778
970,4.714285714285714
971,4.0
974,0.0
975,3.75
989,4.0
992,4.916666666666667
1005,4.48062015503876
1008,0.0
1018,3.5
1024,3.0
1031,4.0
1033,4.0
1035,4.621621621621622
1042,4.714285714285714
1045,0.0
1048,4.25
1069,5.0
1073,5.0
1074,3.8
1075,1.0
1079,4.5
1100,3.75
1103,4.333333333333333
1106,4.2
1127,2.0
1128,4.75
1129,4.6
1133,4.136363636363637
1136,4.444444444444445
1141,3.0
1144,5.0
1145,4.5
1148,5.0
1151,4.285714285714286
1155,5.0
1157,4.2
1162,3.6
1168,3.5
1183,4.8
1184,4.0
1196,3.4
1201,3.0
1204,1.0
1207,4.384615384615385
1217,4.0
1229,4.5
1232,3.4285714285714284
1236,4.722222222222222
1246,4.666666666666667
1249,4.714285714285714
1259,4.0
1267,4.5
1293,4.535714285714286
1296,4.0
1303,4.5
1306,4.625
1317,4.166666666666667
1320,4.25
1322,4.2727272727272725
1330,4.666666666666667
1355,5.0
1356,4.102649006622516
1379,5.0
1396,5.0
1399,4.0
1406,3.0
1420,3.4
1423,4.666666666666667
1437,5.0
1438,4.379310344827586
1442,3.25
1446,2.0
1465,5.0
1481,4.8
1506,2.0
1507,5.0
1521,5.0
1522,4.681818181818182
1524,4.5
1525,5.0
1526,5.0
1527,5.0
1528,5.0
1533,5.0
1541,3.5
1543,3.0
1550,5.0
1552,5.0
1557,5.0
1560,5.0
1562,4.0
1564,4.0
1565,5.0
1566,4.5
1574,3.6666666666666665
1576,3.0
1577,4.0
1578,5.0
1580,4.5
1581,4.538461538461538
1587,5.0
1590,5.0
1593,5.0
1595,3.0
1599,3.6666666666666665
1600,4.764705882352941
1602,4.555555555555555
1612,4.5
1630,3.75
1633,3.8947368421052633
1649,4.0
1660,4.666666666666667
1662,1.0
1693,4.857142857142857
1696,5.0
1699,4.0
1712,5.0
1719,3.0
1721,4.666666666666667
1725,4.666666666666667
1746,4.625
1760,4.0
1797,5.0
1823,4.75
1825,4.5
1832,4.875
1841,4.5
1857,4.0
1861,3.6
1870,5.0
1873,4.5
1878,1.5
1881,3.1666666666666665
1882,5.0
1883,3.8
1888,4.0
1902,3.6666666666666665
1904,4.666666666666667
1913,4.5
1923,3.25
1940,5.0
1945,4.333333333333333
1955,3.25
1967,4.5
1975,5.0
1977,0.0
1982,4.5
1985,4.724137931034483
1999,4.5
2002,1.0
2015,4.625
2019,5.0
2032,4.545454545454546
2056,4.756756756756757
2057,5.0
2066,4.375
2068,5.0
2072,4.597402597402597
2075,3.0
2086,4.294117647058823
2087,3.0
2092,2.5
2100,2.0
2105,5.0
2110,4.666666666666667
2111,4.888888888888889
2112,4.0
2113,3.75
2121,3.0
2122,4.0
2123,3.75
2126,5.0
2129,4.833333333333333
2130,4.5
2131,4.0
2137,4.354838709677419
2141,5.0
2142,5.0
2144,4.0
2146,5.0
2155,3.7142857142857144
2164,4.25
2175,5.0
2188,4.333333333333333
2189,3.9
2204,4.5
2218,2.8333333333333335
2221,5.0
2238,4.333333333333333
2254,0.0
2255,4.333333333333333
2267,4.686274509803922
2279,4.0
2284,4.0
2306,5.0
2309,5.0
2325,4.0
2329,4.0
2335,5.0
2364,4.695652173913044
2366,4.333333333333333
2386,4.0
2387,4.090909090909091
2388,4.5
2393,4.166666666666667
2405,3.5
2417,5.0
2420,4.0
2425,5.0
2438,4.666666666666667
2450,4.333333333333333
2456,0.0
2462,5.0
2474,4.875
2484,5.0
2495,4.666666666666667
2496,4.5
2498,4.797297297297297
2501,4.0
2502,4.0
2509,4.478260869565218
2510,4.575757575757576
2514,5.0
2515,3.6666666666666665
2518,4.333333333333333
2519,3.272727272727273
2520,5.0
2524,4.0
2526,3.84
2528,3.5
2531,3.5
2533,3.5
2535,3.3333333333333335
2537,4.632911392405063
2539,3.0
2540,5.0
2541,5.0
2543,4.166666666666667
2549,5.0
2553,4.25
2555,5.0
2560,4.333333333333333
2561,4.6
2571,3.8
2574,5.0
2576,3.9
2577,4.6
2578,4.0
2579,5.0
2582,4.888888888888889
2583,4.2631578947368425
2586,5.0
2588,4.0
2592,5.0
2595,4.0
2597,3.0
2598,4.0
2604,4.5
2610,5.0
2611,4.75
2614,4.0
2615,5.0
2621,4.666666666666667
2622,3.0
2625,4.538461538461538
2626,5.0
2628,0.0
2630,4.0
2631,4.0
2632,4.0
2633,4.666666666666667
2634,3.0
2635,3.0
2637,4.0
2639,5.0
2641,4.4
2643,5.0
2644,5.0
2645,4.0
2646,4.5
2647,4.666666666666667
2648,3.0
2650,5.0
2651,4.0
2652,4.625
2653,4.0
2654,5.0
2655,5.0
2658,4.555555555555555
2659,3.5
2660,4.0
2662,4.25
2663,4.958333333333333
2665,5.0
2666,5.0
2667,5.0
2668,3.0
2669,4.0
2670,4.571428571428571
2673,4.0
2674,4.4
2675,3.2
2677,4.3090909090909095
2678,3.6666666666666665
2679,4.0
2680,4.0
2681,5.0
2684,4.333333333333333
2686,4.25
2688,4.909090909090909
2690,5.0
2691,4.0
2692,1.6666666666666667
2694,3.0
2695,4.538461538461538
2698,0.0
2699,0.0
2700,4.333333333333333
2703,4.0
2704,5.0
2705,3.3333333333333335
2707,4.3125
2708,4.774193548387097
2710,4.5
2712,3.8
2713,4.666666666666667
2714,2.5
2718,4.2
2720,4.25
2724,5.0
2725,4.0
2726,4.0
2727,5.0
2728,2.0
2731,4.714285714285714
2734,4.0
2737,3.5
2739,3.0
2741,4.333333333333333
2743,3.0
2746,4.5
2747,4.5
2748,5.0
2751,4.666666666666667
2752,4.0
2754,3.6666666666666665
2755,3.0
2757,5.0
2758,2.0
2759,1.0
2761,5.0
2762,5.0
2767,3.9411764705882355
2770,3.909090909090909
2771,5.0
2772,4.428571428571429
2774,2.0
2775,2.5
2776,5.0
2778,5.0
2780,4.0
2781,4.67741935483871
2783,4.583333333333333
2785,2.5
2788,4.666666666666667
2789,2.857142857142857
2791,4.3090909090909095
2793,5.0
2794,4.0
2796,3.0
2797,4.0
2800,5.0
2801,0.0
2802,5.0
2803,5.0
2804,5.0
2806,3.3333333333333335
2808,5.0
2809,5.0
2814,4.315789473684211
2815,4.555555555555555
2819,4.333333333333333
2821,4.0
2822,4.0
2823,5.0
2825,5.0
2826,5.0
2827,5.0
2828,4.0
2830,5.0
2831,5.0
2835,4.5
2836,5.0
2839,5.0
2840,5.0
2841,4.666666666666667
2842,3.5
2844,4.0
2847,3.0
2848,4.0
2853,4.5
2856,4.0
2859,3.0
2862,4.2
2863,4.0
2864,4.0
2865,4.0
2866,5.0
2869,1.0
2872,4.125
2873,5.0
2877,5.0
2878,4.0
2880,4.5
2881,5.0
2883,4.5
2885,4.4
2886,4.18598884066956
2888,3.0
2889,4.0
2891,4.857142857142857
2893,5.0
2895,4.888888888888889
2897,3.125
2898,5.0
2900,2.0
2901,5.0
2902,4.666666666666667
2903,4.833333333333333
2913,5.0
2914,5.0
2916,5.0
2919,1.3333333333333333
2920,5.0
2922,4.0
2923,4.0
2925,5.0
2927,3.0
2928,4.0
2929,4.0
2930,4.541666666666667
2931,4.0
2934,0.0
2935,2.0
2936,3.3333333333333335
2937,3.5
2939,5.0
2940,5.0
2941,4.714285714285714
2942,4.0
2945,4.0
2950,5.0
2953,4.6
2957,2.0
2958,5.0
2959,4.0
2960,5.0
2962,5.0
2963,1.5
2965,4.0
2969,5.0
2970,3.5
2973,5.0
2974,4.0
2979,0.0
2980,1.5
2982,4.833333333333333
2983,2.5
2985,3.5
2986,3.0
2987,5.0
2988,4.666666666666667
2989,5.0
2990,4.666666666666667
2994,5.0
2996,4.0
2998,5.0
3000,3.0
3002,0.0
3003,4.0
3004,5.0
3005,5.0
3006,4.0
3007,2.5
3008,4.0
3009,4.333333333333333
3010,4.2
3014,4.0
3015,5.0
3016,2.0
3017,5.0
3020,3.5
3021,4.75
3023,5.0
3027,4.0
3028,5.0
3030,3.0
3032,4.0
3033,4.5
3034,4.461538461538462
3037,4.416666666666667
3043,4.0
3044,3.0
3045,5.0
3047,0.0
3049,4.333333333333333
3051,4.222222222222222
3055,4.0
3056,4.6
3057,4.59375
3058,3.75
3061,4.0
3062,4.0
3063,4.0
3064,4.545454545454546
3065,4.5
3066,5.0
3069,1.0
3079,3.0
3080,3.0
3082,3.2
3083,5.0
3084,4.0
3085,4.0
3090,3.6666666666666665
3091,3.5789473684210527
3092,3.8823529411764706
3094,4.133333333333334
3095,5.0
3097,5.0
3099,5.0
3101,5.0
3102,5.0
3103,4.5
3110,3.05
3115,5.0
3116,4.0
3119,5.0
3121,3.625
3122,4.0
3131,0.0
3133,4.5
3134,4.0
3135,4.5
3137,3.2
3138,4.0
3140,3.3333333333333335
3141,5.0
3143,3.0
3144,4.0
3145,2.0
3146,4.0
3149,4.125
3154,3.0
3157,4.661538461538462
3158,4.818181818181818
3159,4.5
3160,5.0
3161,4.6521739130434785
3162,5.0
3163,4.0
3164,5.0
3165,0.0
3166,4.473684210526316
3168,4.684210526315789
3173,4.666666666666667
3179,5.0
3180,4.1521739130434785
3182,5.0
3183,0.0
3184,4.666666666666667
3185,5.0
3186,4.5
3187,4.0
3189,5.0
3193,0.0
3194,5.0
3195,4.0
3196,5.0
3198,4.0
3199,4.714285714285714
3200,4.5
3201,4.833333333333333
3203,3.0
3205,3.6666666666666665
3206,5.0
3208,4.0
3211,2.6666666666666665
3212,3.3333333333333335
3216,4.0
3217,5.0
3218,4.0
3219,3.0
3221,4.5
3222,5.0
3224,4.0
3225,4.0
3230,5.0
3232,4.0
3233,3.25
3237,5.0
3238,3.0
3242,4.75
3243,3.3333333333333335
3247,5.0
3249,0.0
3250,4.0
3251,2.25
3252,3.0
3254,3.3333333333333335
3258,4.5
3259,3.0
3261,0.0
3262,0.0
3263,0.0
3264,4.0
3267,4.6
3271,5.0
3273,2.4
3274,4.5
3278,4.25
3284,5.0
3285,4.032258064516129
3286,4.6
3292,4.25
3293,4.4
3294,4.489795918367347
3295,5.0
3296,4.0
3301,5.0
3304,5.0
3305,5.0
3308,4.666666666666667
3313,4.333333333333333
3319,1.0
3320,5.0
3321,1.0
3323,4.5
3324,5.0
3326,4.0
3328,4.625
3329,1.5
3330,5.0
3332,3.0
3333,4.5
3335,4.666666666666667
3336,5.0
3338,2.5
3339,1.6666666666666667
3343,5.0
3344,5.0
3345,4.0
3347,4.0
3348,5.0
3351,4.8
3352,5.0
3357,4.857142857142857
3358,5.0
3359,5.0
3363,5.0
3365,3.5
3367,5.0
3368,4.636363636363637
3370,4.658536585365853
3371,4.5
3376,4.333333333333333
3377,5.0
3378,4.6
3380,5.0
3381,4.0
3382,4.142857142857143
3383,5.0
3384,4.5
3387,4.666666666666667
3389,4.666666666666667
3390,5.0
3392,4.0
3397,4.790697674418604
3399,4.0
3400,4.533333333333333
3401,5.0
3402,4.833333333333333
3403,5.0
3405,4.333333333333333
3407,4.75
3408,4.117647058823529
3409,3.0
3412,4.5
3415,3.6666666666666665
3416,5.0
3418,5.0
3420,2.0
3422,3.0
3425,5.0
3427,4.0
3428,0.0
3430,5.0
3431,4.875
3434,4.75
3436,4.0
3439,4.2631578947368425
3440,4.0
3441,4.722222222222222
3444,5.0
3445,4.333333333333333
3446,5.0
3450,5.0
3451,3.9
3456,4.0
3459,4.5
3463,4.0
3464,4.142857142857143
3470,4.39751552795031
3471,4.461538461538462
3472,4.285714285714286
3473,4.0
3476,2.5
3478,5.0
3479,4.333333333333333
3482,4.75
3485,5.0
3488,4.0
3490,4.75
3492,5.0
3493,4.6
3495,4.142857142857143
3496,4.25
3497,4.833333333333333
3498,4.0
3500,4.5
3503,4.777777777777778
3504,5.0
3506,3.3333333333333335
3507,4.0
3508,3.75
3514,5.0
3515,0.0
3516,3.875
3517,4.592592592592593
3519,4.25
3520,4.095238095238095
3525,5.0
3526,3.0
3533,4.0
3537,5.0
3541,2.0
3543,2.5
3547,4.5
3549,3.75
3553,5.0
3555,4.5
3556,5.0
3557,5.0
3559,4.769230769230769
3560,4.666666666666667
3563,5.0
3565,4.5
3566,5.0
3567,4.4
3568,4.846153846153846
3570,4.35
3572,4.75
3576,1.5
3577,4.611111111111111
3579,4.777777777777778
3581,5.0
3582,5.0
3588,3.0
3590,0.0
3591,4.2
3592,3.0
3593,3.5
3594,4.555555555555555
3595,4.564885496183206
3597,3.5
3598,3.7142857142857144
3599,4.090909090909091
3600,4.166666666666667
3601,3.0
3602,4.818181818181818
3603,4.801242236024844
3605,2.75
3608,4.333333333333333
3609,4.6
3610,4.769230769230769
3611,4.285714285714286
3612,4.5
3614,4.0
3616,4.357142857142857
3617,3.0
3620,1.0
3621,3.4
3623,4.875
3624,3.6666666666666665
3626,4.166666666666667
3627,4.5
3628,5.0
3630,4.666666666666667
3632,4.75
3636,5.0
3642,5.0
3646,5.0
3647,3.0
3649,4.0
3651,4.333333333333333
3653,4.5
3654,5.0
3655,5.0
3656,5.0
3657,4.5
3659,5.0
3662,4.5
3663,3.0
3664,4.666666666666667
3665,5.0
3667,4.0
3668,4.666666666666667
3672,0.0
3675,5.0
3681,4.0
3682,5.0
3683,4.444444444444445
3685,5.0
3687,3.8947368421052633
3688,4.0
3689,4.333333333333333
3691,5.0
3693,5.0
3695,3.0
3696,4.0
3701,5.0
3702,5.0
3704,3.7142857142857144
3707,3.5
3710,4.75
3711,4.461538461538462
3712,5.0
3713,4.464285714285714
3714,5.0
3715,4.0
3716,4.5
3717,4.0
3718,4.5
3720,5.0
3722,3.0
3723,5.0
3728,4.6
3729,5.0
3730,4.785714285714286
3731,4.222222222222222
3732,5.0
3739,3.6666666666666665
3741,4.6923076923076925
3742,4.833333333333333
3743,4.5
3745,4.586538461538462
3748,4.7727272727272725
3752,4.0
3754,5.0
3755,4.25
3759,5.0
3760,4.571428571428571
3763,3.2
3764,4.0
3767,5.0
3768,4.8
3771,5.0
3772,5.0
3773,5.0
3774,2.0
3776,5.0
3779,4.0
3780,3.125
3782,4.264705882352941
3786,5.0
3787,5.0
3788,4.5
3790,2.6666666666666665
3793,0.0
3794,4.846153846153846
3795,5.0
3796,4.0
3797,4.5
3798,5.0
3800,5.0
3801,5.0
3802,0.0
3803,5.0
3805,4.28125
3806,4.375
3807,4.5
3809,5.0
3811,4.0
3812,3.3333333333333335
3816,3.0
3828,3.6666666666666665
3830,5.0
3831,4.0
3832,4.0
3834,4.6
3837,4.333333333333333
3838,3.0
3840,3.75
3841,5.0
3842,3.0
3843,0.0
3844,0.0
3845,3.0
3846,4.157894736842105
3847,3.25
3848,2.0
3849,4.8
3852,4.0
3857,4.583333333333333
3858,4.5
3860,4.833333333333333
3862,4.75
3866,4.333333333333333
3868,4.7
3870,5.0
3871,4.0
3873,5.0
3874,5.0
3875,0.3333333333333333
3876,5.0
3877,4.7073170731707314
3881,4.0
3884,5.0
3888,4.923076923076923
3889,5.0
3892,5.0
3899,5.0
3900,4.103448275862069
3902,4.857142857142857
3910,2.5
3912,4.0
3913,4.333333333333333
3916,4.166666666666667
3917,3.0
3918,3.25
3920,4.0
3921,5.0
3925,3.1666666666666665
3928,1.6666666666666667
3929,4.4603174603174605
3933,4.0
3934,0.0
3937,4.666666666666667
3940,5.0
3941,5.0
3944,5.0
3952,3.0
3954,4.379746835443038
3961,3.0
3962,5.0
3963,4.5
3965,3.5
3966,3.0
3969,4.0
3974,2.5
3975,5.0
3976,3.857142857142857
3977,3.5
3979,3.0
3980,4.0
3983,4.6521739130434785
3985,0.0
3988,4.64
3990,4.5
3993,4.363636363636363
3994,5.0
3995,5.0
3999,0.0
4000,4.0
4002,4.25
4003,4.5
4004,4.833333333333333
4007,4.641025641025641
4009,2.5
4010,1.0
4015,5.0
4018,4.3478260869565215
4019,5.0
4020,5.0
4021,5.0
4022,5.0
4023,4.5
4024,4.4
4026,3.0
4028,5.0
4029,5.0
4032,4.75
4034,5.0
4035,5.0
4036,5.0
4037,4.0
4038,4.0
4040,4.857142857142857
4042,4.3
4044,3.4285714285714284
4047,5.0
4048,0.0
4049,4.5
4050,4.390243902439025
4051,4.0
4052,4.444444444444445
4053,5.0
4054,5.0
4055,5.0
4056,4.4
4059,2.25
4061,5.0
4063,5.0
4065,4.80327868852459
4075,4.79
4078,4.125
4079,4.333333333333333
4080,0.5
4084,2.3333333333333335
4085,3.0
4088,5.0
4093,5.0
4096,5.0
4098,0.0
4100,4.666666666666667
4101,5.0
4104,5.0
4106,4.0
4108,5.0
4109,3.0
4110,4.4
4112,4.666666666666667
4114,4.6
4115,0.0
4116,5.0
4117,3.8333333333333335
4119,4.0
4120,5.0
4121,4.625
4122,5.0
4126,4.857142857142857
4127,2.4
4131,0.0
4133,5.0
4135,1.0
4137,5.0
4138,1.5
4139,4.636363636363637
4140,4.5
4141,4.823529411764706
4143,4.35
4146,3.875
4150,4.714285714285714
4151,4.666666666666667
4152,5.0
4154,5.0
4155,4.333333333333333
4157,3.75
4159,4.0
4161,5.0
4164,4.666666666666667
4170,4.5
4171,3.0
4174,3.6
4176,2.3333333333333335
4177,4.5
4178,4.642857142857143
4181,5.0
4184,4.714285714285714
4187,5.0
4191,2.5
4192,4.0
4197,3.0
4199,4.571428571428571
4200,4.5
4201,1.0
4202,4.0
4203,0.0
4205,4.483333333333333
4206,3.0
4207,5.0
4208,5.0
4214,4.8
4215,4.0
4216,5.0
4218,4.82
4219,4.25
4221,4.0
4223,5.0
4225,5.0
4227,5.0
4234,4.0
4235,4.0
4239,5.0
4241,4.0
4243,4.0
4244,3.3333333333333335
4246,3.75
4247,4.0
4256,5.0
4257,3.5
4260,5.0
4261,4.333333333333333
4263,4.5
4267,2.6666666666666665
4269,5.0
4271,4.435897435897436
4277,3.0
4279,4.0
4285,4.25
4288,5.0
4290,4.571428571428571
4292,4.68
4294,4.0
4297,4.333333333333333
4303,5.0
4304,5.0
4305,4.0
4306,4.25
4307,4.0
4308,5.0
4309,4.0
4310,5.0
4311,2.0
4312,4.333333333333333
4313,4.0
4314,5.0
4323,4.0
4324,3.0
4326,5.0
4327,1.5
4330,4.666666666666667
4332,4.535714285714286
4336,3.0
4337,5.0
4343,4.5
4344,4.372549019607843
4345,4.5
4352,4.4
4355,2.5
4356,5.0
4365,0.0
4366,4.2727272727272725
4367,3.0
4368,4.217391304347826
4369,5.0
4370,4.375
4374,2.5
4380,5.0
4382,5.0
4393,4.612903225806452
4394,3.7142857142857144
4395,4.230769230769231
4397,5.0
4400,5.0
4402,5.0
4406,4.0
4407,4.666666666666667
4408,1.0
4409,4.666666666666667
4410,4.888888888888889
4412,5.0
4413,5.0
4414,4.111111111111111
4415,5.0
4417,4.488372093023256
4420,4.666666666666667
4421,4.6
4423,4.702702702702703
4424,1.0
4425,1.0
4429,2.4
4433,3.5
4434,4.0
4436,4.4
4437,3.6
4440,3.0
4441,4.666666666666667
4444,4.909090909090909
4445,0.0
4446,4.666666666666667
4447,5.0
4449,4.0
4450,4.666666666666667
4451,4.857142857142857
4454,0.0
4457,5.0
4459,5.0
4460,4.714285714285714
4464,4.333333333333333
4465,4.166666666666667
4468,0.0
4469,4.666666666666667
4470,3.7
4471,4.545454545454546
4473,5.0
4478,4.0
4481,5.0
4482,5.0
4484,4.0
4485,4.125
4487,3.0
4489,4.25
4491,5.0
4493,5.0
4495,3.0
4500,0.0
4501,2.0
4502,4.4
4503,2.3333333333333335
4505,4.5
4508,4.5
4510,4.5
4518,3.5
4522,5.0
4523,4.0
4527,4.0
4528,4.0
4529,5.0
4530,3.5
4532,5.0
4533,5.0
4536,5.0
4538,0.0
4539,2.0
4543,5.0
4544,4.0
4545,4.409090909090909
4546,4.7
4550,4.0
4560,4.4375
4561,4.0
4563,4.8
4568,1.3333333333333333
4570,5.0
4571,4.395061728395062
4573,3.0097087378640777
4577,4.0
4579,4.5
4580,4.5
4582,3.0
4585,4.0
4588,3.75
4591,4.0
4593,5.0
4598,5.0
4599,5.0
4604,5.0
4606,5.0
4607,0.0
4608,3.8125
4609,0.0
4614,4.5
4617,5.0
4623,4.0
4624,4.0
4625,4.5
4627,4.553299492385787
4631,4.0
4633,4.0
4635,5.0
4636,4.666666666666667
4637,4.0
4643,4.0
4645,0.0
4648,5.0
4650,4.0
4655,1.0
4656,2.3333333333333335
4657,5.0
4661,4.428571428571429
4662,4.0
4663,4.452830188679245
4667,4.52
4669,5.0
4671,4.5
4675,3.0
4679,4.0
4682,4.742857142857143
4683,4.666666666666667
4684,4.95
4685,2.5
4686,4.5
4687,4.5
4689,0.0
4690,4.333333333333333
4691,5.0
4692,3.5
4695,5.0
4696,3.5
4699,4.5
4700,4.0
4706,4.0
4709,4.0
4710,4.25
4711,4.666666666666667
4715,4.0
4717,5.0
4718,5.0
4720,3.0
4722,4.0
4724,4.833333333333333
4729,5.0
4732,5.0
4734,4.75
4735,4.4
4736,4.416666666666667
4740,5.0
4746,2.3333333333333335
4747,4.0
4749,3.0
4750,4.0
4752,2.0
4753,4.0
4755,4.0
4760,5.0
4764,4.620689655172414
4765,4.5
4766,5.0
4769,5.0
4770,2.6666666666666665
4771,4.0
4776,5.0
4777,3.0
4779,4.0
4784,5.0
4787,4.4
4788,4.9
4789,5.0
4792,4.0
4793,4.0
4796,4.0
4797,4.666666666666667
4799,4.571428571428571
4801,4.0
4803,5.0
4805,5.0
4807,3.727272727272727
4808,2.3333333333333335
4811,4.5
4814,3.8
4816,4.0
4821,2.5
4825,5.0
4826,3.5
4829,2.75
4832,3.0
4833,4.777777777777778
4834,3.3333333333333335
4837,5.0
4838,3.75
4840,4.214285714285714
4843,4.523809523809524
4844,5.0
4846,4.0
4848,5.0
4849,5.0
4854,3.3333333333333335
4859,3.8947368421052633
4860,3.0
4861,4.579545454545454
4862,2.0
4865,5.0
4867,0.0
4873,4.7272727272727275
4874,4.833333333333333
4875,4.533333333333333
4876,4.1
4877,4.357142857142857
4880,5.0
4882,1.0
4891,3.764705882352941
4892,4.305555555555555
4893,2.5
4894,4.0
4895,4.5
4896,4.0
4897,4.461538461538462
